Year,Player_ID,First_name,Last_name,Full_name,Position,Height_inches,Weight_lbs,Wingspan_inches,Standing_reach_inches,VJ inches,Running_VJ_Inches,Lane_agility,Sprint_3qtr_court,Bench_press_135,Body_fat_perc
2006,101114,Deron,Williams,Deron Williams,PG,73.75,202.4,78.25,98,30,35,10.83,3.25,15,NA
2006,101214,Jawad,Williams,Jawad Williams,SF,79,218,85.25,106.5,28,34,11.39,3.23,15,NA
2006,101107,Marvin,Williams,Marvin Williams,PF,79,228.2,87.5,108,29.5,35,11.11,3.17,12,NA
2006,101152,Bracey,Wright,Bracey Wright,SG,73.25,186.8,82,100.5,30,36,11.58,3.27,8,NA
2006,101120,Antoine,Wright,Antoine Wright,SF,77.25,202.6,80.75,104.5,26.5,29.5,11.45,3.41,12,NA
2007,12123,Kenny,Adeleke,Kenny Adeleke,PF,78.5,250,82.25,104,28.5,30.5,11.57,3.47,26,10.5
2007,200772,Maurice,Ager,Maurice Ager,SG,75.25,203,79.75,101.5,29.5,35,11.73,3.22,11,8
2007,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF,82,234,88.75,110,26.5,34,12.02,3.43,8,8.7
2007,201165,Morris,Almond,Morris Almond,SG,76.75,214,82,102.5,31,35.5,11.45,3.19,13,6.9
2007,200811,Lou,Amundson,Lou Amundson,PF,79.2,221,83.5,103.5,32,35.5,10.58,3.2,14,6.8
2007,202151,Rashad,Anderson,Rashad Anderson,SG,75.25,224,79,100,27.5,32.5,11.77,3.48,13,17.3
2007,200756,Hilton,Armstrong,Hilton Armstrong,C,81.5,240,88,109,28.5,31.5,12.28,3.53,13,6.3
2007,200788,James,Augustine,James Augustine,PF,80.25,227,84.25,104,30,32.5,10.54,3.25,13,5.5
2007,200764,Renaldo,Balkman,Renaldo Balkman,SF,77.25,206,85,104.5,30.5,35,11.58,3.22,9,4.9
2007,12124,J.P.,Batista,J.P. Batista,PF,79.5,265,82,103.5,26,30.5,11.62,3.38,26,12
2007,200807,Will,Blalock,Will Blalock,PG,71.25,194,78,96.5,35,40,11.08,3.18,8,7.2
2007,200847,Brandon,Bowman,Brandon Bowman,SF,78.75,209,83.5,103,31,34,11.41,3.31,24,8.4
2007,200758,Ronnie,Brewer,Ronnie Brewer,SG,77.75,223,83.25,103.5,35,41,11.32,3.14,19,5
2007,200787,Denham,Brown,Denham Brown,SG,76,218,81.5,102.5,28,34.5,11.42,3.25,12,9
2007,12125,Brad,Buckman,Brad Buckman,PF,79.25,238,84,107.5,25.5,30.5,12.26,3.54,10,10.5
2007,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,234,81,103,28.5,35.5,10.57,3.21,17,9.6
2007,200760,Rodney,Carney,Rodney Carney,SG,76.5,204,82,103.5,32,38.5,10.57,3.06,10,5.3
2007,12127,Keydren,Clark,Keydren Clark,PG,69,184,74.5,92.5,31,34,11.03,3.11,13,11.6
2007,200776,Mardy,Collins,Mardy Collins,PG,76.25,224,82,103,31.5,37.5,12,3.27,9,10
2007,12128,Taquan,Dean,Taquan Dean,SG,74,183,78.75,98,30.5,34.5,10.53,3.2,16,3.9
2007,12129,Terence,Dials,Terence Dials,PF,79.75,253,84,106,26.5,30,11.54,3.5,16,15.8
2007,12130,Sean,Dockery,Sean Dockery,PG,72.75,182,76.5,95.5,29,33,10.88,3.34,4,7.3
2007,200770,Jordan,Farmar,Jordan Farmar,PG,72.75,171,75,94.5,33.5,42,11.07,3.17,11,4.4
2007,200751,Randy,Foye,Randy Foye,SG,74.25,212,78.25,97,32,38,10.53,3.23,14,10
2007,12185,Torin,Francis,Torin Francis,PF,81,247,85,105.5,26.5,32,11.97,3.51,9,12.4
2007,200752,Rudy,Gay,Rudy Gay,SF,79,222,87,107.5,33,40.5,11.03,3.32,9,5.7
2007,12186,Nick,George,Nick George,SF,76,201,82,103,30.5,38,11.69,3.25,14,6
2007,12187,Taj,Gray,Taj Gray,PF,79.25,231,84.75,107,28.5,33,11.02,3.45,10,6.8
2007,12188,Dan,Grunfeld,Dan Grunfeld,SF,76.75,216,78.25,99,28,33.5,11.3,3.46,16,10.4
2007,12189,Matt,Haryasz,Matt Haryasz,PF,81.75,219,84.25,107.5,27.5,31.5,11.34,3.46,10,9.8
2007,12190,Eric,Hicks,Eric Hicks,PF,76.75,238,85.5,105.5,30,34,12.06,3.34,20,7.1
2007,12191,Tedric,Hill,Tedric Hill,SF,79.75,236,85,107,30,36.5,12.23,3.24,1,7.3
2007,200812,Daniel,Horton,Daniel Horton,PG,72.5,198,79,96.5,30,36.5,10.35,3.16,17,8
2007,200780,Solomon,Jones,Solomon Jones,PF,80.5,224,88.75,109,32,39,11.27,3.3,6,7.4
2007,200784,Bobby,Jones,Bobby Jones,SF,77.75,211,81.5,101.5,28.5,34.5,11.23,3.28,15,8
2007,12192,Viktor,Keyru,Viktor Keyru,SG,77.25,202,81.25,104,29,34.5,11.4,3.24,11,5.5
2007,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,266,87,104,28,32,11.42,3.34,13,19
2007,200814,Tarence,Kinsey,Tarence Kinsey,SF,76.75,179,78.75,100.5,29,35.5,10.67,3.3,5,4.1
2007,12194,Carl,Krauser,Carl Krauser,PG,71.75,190,78.25,97,26,31,11.62,3.38,8,8
2007,200840,Chris,McCray,Chris McCray,SG,75,187,77.75,96.5,30.5,39,11.46,3.34,1,9.6
2007,201019,Gerry,McNamara,Gerry McNamara,PG,71.75,177,72.75,92.5,27,32,11.28,3.4,3,12.8
2007,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF,79.5,232,84,105.5,31.5,36,11.47,3.29,19,5.8
2007,200859,Paul,Miller,Paul Miller,PF,80.5,251,84,101.5,29,35.5,12.25,3.66,25,13.8
2007,200794,Paul,Millsap,Paul Millsap,PF,78.25,258,85.5,105.5,28.5,32.5,11.67,3.3,15,9.7
2007,201383,Dwayne,Mitchell,Dwayne Mitchell,SG,74,208,78.5,98.5,37.5,41.5,11.45,3.16,17,4.5
2007,200747,Adam,Morrison,Adam Morrison,SF,78.5,198,82,105,25.5,30.5,11.46,3.37,11,6.8
2007,12195,Yemi,Nicholson,Yemi Nicholson,PF,79.75,258,88.25,107,26.5,26,12.57,3.65,8,17.2
2007,200786,David,Noel,David Noel,SF,76.5,223,81.5,100,34.5,38.5,10.54,3.07,20,6.1
2007,200779,Steve,Novak,Steve Novak,SF,80,216,81.5,103,24.5,31,11.11,3.37,5,8.1
2007,200753,Patrick,O'Bryant,Patrick O'Bryant,C,83,249,89.75,113,26.5,30,12.68,3.63,13,10
2007,12196,Danilo,Pinnock,Danilo Pinnock,PG,74.75,204,79.5,100.5,29.5,35.5,11.91,3.08,7,4.6
2007,200809,Chris,Quinn,Chris Quinn,PG,72.5,175,77,94,32,37,11.25,3.25,7,5.9
2007,200810,Allan,Ray,Allan Ray,SG,73,204,80.5,99.5,28.5,35.5,11.01,3.2,9,9.8
2007,200755,JJ,Redick,JJ Redick,SG,76,190,75.25,97.5,27.5,33,10.94,3.29,6,7
2007,201015,Antywane,Robinson,Antywane Robinson,SF,78.25,217,86.5,105.5,29,32.5,11.73,3.4,12,6.9
2007,200750,Brandon,Roy,Brandon Roy,SG,77.25,207,80,101,34,40.5,11.13,3.27,6,7.6
2007,-1,Blake,Schilb,Blake Schilb,PG,77.25,209,80.75,102,28.5,34.5,11.25,3.43,13,11.3
2007,200754,Mouhamed,Sene,Mouhamed Sene,C,83,237,92.5,113,28.5,31,12.52,3.38,7,6.6
2007,200759,Cedric,Simmons,Cedric Simmons,PF,80.25,223,88.25,108.5,30.5,35,11.05,3.31,15,5.6
2007,201201,Marcus,Slaughter,Marcus Slaughter,PF,79,220,83.5,104.5,30,34,11.56,3.4,9,8.5
2007,200783,Craig,Smith,Craig Smith,PF,77.5,259,81.5,103.5,30,29.5,11.59,3.4,NA,12.2
2007,200848,Steven,Smith,Steven Smith,SF,79.5,238,84.5,104,29.5,34.5,12.08,3.4,15,7.8
2007,23033,Michael,Southhall,Michael Southhall,C,81.5,241,88.25,107.5,31.5,37,12.29,3.51,2,7.9
2007,12199,Frans,Steyn,Frans Steyn,C,85.25,280,86.25,109,28.5,29.5,11.67,3.38,NA,12.8
2007,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,208,77,97.5,28,31.5,10.95,3.27,17,6
2007,200748,Tyrus,Thomas,Tyrus Thomas,PF,79.25,217,87,108,34,39.5,11.36,3.2,8,5.6
2007,12200,Joah,Tucker,Joah Tucker,SF,75.75,224,78.5,99.5,29,34,11.58,3.31,19,7
2007,12201,Ian,Vouyoukas,Ian Vouyoukas,C,80.5,267,84.75,108.5,23,28,13.7,3.72,8,14.8
2007,200827,Darius,Washington,Darius Washington,PG,71.5,195,76,96,29,37.5,10.71,3.26,9,9.7
2007,201228,CJ,Watson,CJ Watson,PG,72.5,171,78,96,31.5,34,11.61,3.15,12,5.2
2007,200818,Justin,Williams,Justin Williams,C,79.25,211,85.5,109,26.5,31.5,11.9,3.31,7,6.5
2007,200749,Shelden,Williams,Shelden Williams,PF,79.5,258,88.25,104,29,33.5,11.53,3.59,25,11.4
2007,200761,Shawne,Williams,Shawne Williams,SF,79.25,227,87,104,32,31,10.69,3.3,NA,8
2007,12203,Eric,Williams,Eric Williams,C,79.25,285,88.25,106.5,28.5,29,11.71,3.56,17,13
2007,200766,Marcus,Williams,Marcus Williams,PG,74,215,79,97.5,24.5,28,11.3,3.4,4,12.4
2007,202124,Curtis,Withers,Curtis Withers,PF,78,227,82,101,35,36.5,11.54,3.1,14,5
2008,12204,Mohamed,Abukar,Mohamed Abukar,SF,80,210,81,103,30.5,35,11.78,3.37,15,8.9
2008,12205,Mario,Boggan,Mario Boggan,PF,77,240,86,107,24,26.5,12.18,3.45,12,9.2
2008,12206,Craig,Bradshaw,Craig Bradshaw,PF,80,240,85.5,106.5,26,28,11.88,3.54,12,12.1
2008,201147,Corey,Brewer,Corey Brewer,SF,78,185,80.25,103,30.5,36.5,11.69,3.22,11,4.2
2008,201166,Aaron,Brooks,Aaron Brooks,PG,70,161,76,94,32.5,39.5,10.57,3.2,6,2.7
2008,201628,Bobby,Brown,Bobby Brown,PG,71,170,76,95.5,32.5,41,11.27,3.25,3,6.6
2008,201469,Russell,Carter,Russell Carter,SG,75,221,80.5,97.5,33,38.5,11.61,3.29,25,6
2008,12207,Coleman,Collins,Coleman Collins,PF,80,236,86,107,30,35,11.47,NA,21,6.2
2008,201144,Mike,Conley,Mike Conley,PG,71,175,77.75,94.5,35.5,40.5,11.63,3.09,13,4.2
2008,201161,Daequan,Cook,Daequan Cook,SG,75,203,80.25,101.5,30,34.5,11.12,3.22,4,7
2008,12208,Ryvon,Covile,Ryvon Covile,C,79,250,85.25,107.5,25,30.5,12.52,3.37,19,8
2008,201159,Javaris,Crittenton,Javaris Crittenton,PG,75,194,77.5,98,32.5,38,11.6,3.32,11,4.5
2008,201176,Jermareo,Davidson,Jermareo Davidson,PF,81,230,88,109.5,27,30,12.63,3.53,7,6.9
2008,12209,Justin,Doellman,Justin Doellman,PF,80,205,80.75,105,NA,NA,NA,NA,19,7
2008,12210,Zabian,Dowdell,Zabian Dowdell,PG,73,191,82,100,30,33.5,11.13,3.29,3,5.1
2008,201162,Jared,Dudley,Jared Dudley,SF,77,219,79,102,28,32,11.32,3.45,14,7.1
2008,201142,Kevin,Durant,Kevin Durant,SF,81,215,88.75,110,26,33.5,12.33,3.45,0,6.6
2008,12211,Rashaun,Freeman,Rashaun Freeman,PF,78,244,83.5,104,28,32,11.43,3.41,20,11.5
2008,201189,Aaron,Gray,Aaron Gray,C,84,271,87.25,108.5,27,32.5,12.07,3.7,17,10.8
2008,201145,Jeff,Green,Jeff Green,SF,79,228,85.25,103,33.5,38,12,3.34,17,3.7
2008,201192,Taurean,Green,Taurean Green,PG,71,173,74.25,96,29,32.5,11.3,3.26,8,4.6
2008,12212,Caleb,Green,Caleb Green,PF,78,238,83.75,103,28.5,36,11.72,3.46,9,10.9
2008,201150,Spencer,Hawes,Spencer Hawes,PF,82,244,84.5,110,26,29,11.88,3.51,9,13
2008,12214,Brandon,Heath,Brandon Heath,PG,74,181,79,94,32,36,11.39,3.28,11,9
2008,201195,Herbert,Hill,Herbert Hill,C,79,232,86.25,108.5,30.5,34,12.31,3.39,15,5.6
2008,201143,Al,Horford,Al Horford,PF,80,246,84.75,107,31,35.5,12.15,3.37,20,9.1
2008,12215,Quinton,Hosley,Quinton Hosley,SF,77,215,83.25,105,28.5,34,12.47,3.32,12,5.7
2008,12216,James,Hughes,James Hughes,C,81,209,87,111,31,33,13.31,3.37,8,3.5
2008,12217,Jeremy,Hunt,Jeremy Hunt,SG,74,198,80.25,101.5,30.5,33,12.11,3.29,10,5.2
2008,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80,208,90,104,34.5,39,11,3.28,10,3.2
2008,12219,Dominic,James,Dominic James,PG,70,175,74,93,33.5,38.5,10.94,3.11,14,4.8
2008,201234,Trey,Johnson,Trey Johnson,SG,75,216,77,98,26.5,35,11.78,3.31,18,5.4
2008,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78,235,84,105.5,25,30,12.18,3.29,20,5.9
2008,201185,Jared,Jordan,Jared Jordan,PG,72,183,72,94,24.5,28.5,11.02,3.39,6,7
2008,201207,Coby,Karl,Coby Karl,SG,75,204,83,99.5,32,34.5,11.57,3.41,9,5.4
2008,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81,237,82.5,106.5,25.5,30,11.19,3.42,19,7.7
2008,201171,Carl,Landry,Carl Landry,PF,79,248,83,102.5,31.5,36.5,11.35,3.29,21,7.5
2008,201186,Stephane,Lasme,Stephane Lasme,PF,77,213,86,107,29.5,36,11.73,3.22,17,4.9
2008,201151,Acie,Law,Acie Law,PG,74,186,78.5,98,29,34,11,3.22,8,5.6
2008,12222,Marko,Lekic,Marko Lekic,C,81,267,85,108.5,24,30.5,11.96,3.43,19,11.4
2008,12223,Ron,Lewis,Ron Lewis,SG,74,194,78.5,99,33,38,11.59,3.22,16,4.5
2008,201858,Cartier,Martin,Cartier Martin,SF,76,218,82,103.5,27,29.5,12.1,3.43,11,5.6
2008,201187,Dominic,McGuire,Dominic McGuire,SF,79,220,82.5,104,28.5,34.5,10.95,3.25,12,4.7
2008,201177,Josh,McRoberts,Josh McRoberts,PF,80,240,85,106.5,27.5,31.5,11.7,3.47,12,13.7
2008,201197,Sammy,Mejia,Sammy Mejia,SG,77,218,83,105,27,31.5,11.87,3.49,7,8.3
2008,12224,Brad,Newley,Brad Newley,SG,77,201,80,102.5,29.5,31.5,11.77,3.29,3,8
2008,201193,Demetris,Nichols,Demetris Nichols,SF,78,211,84.25,105,28.5,32.5,10.39,3.38,16,6.2
2008,201149,Joakim,Noah,Joakim Noah,PF,82,223,85.25,106.5,32.5,37.5,11.79,3.47,12,4.8
2008,201141,Greg,Oden,Greg Oden,C,83,257,88.25,112,32,34,11.67,3.27,NA,7.8
2008,12225,Ivan,Radenovic,Ivan Radenovic,PF,81,226,83.75,106,23,28,11.61,3.6,7,9.8
2008,12226,JR,Reynolds,JR Reynolds,PG,72,188,75.25,95,27.5,34.5,11.69,3.24,15,8.2
2008,201181,Chris,Richard,Chris Richard,PF,79,252,88.5,110.5,26.5,30.5,11.39,3.29,15,7.5
2008,12227,Dustin,Salisbery,Dustin Salisbery,SG,75,208,80,100.5,34,38,11.07,3.12,11,6.6
2008,12228,Blake,Schilb,Blake Schilb,SG,77,214,81,102.5,26.5,33.5,11.63,3.36,11,10
2008,12229,Renaldas,Seibutis,Renaldas Seibutis,SG,76,185,80.75,101,24,32.5,11.33,3.39,1,6.1
2008,201196,Ramon,Sessions,Ramon Sessions,PG,74,185,76.25,97.5,29.5,33.5,11.65,3.27,8,6.2
2008,201203,Mustafa,Shakur,Mustafa Shakur,PG,75,185,77.5,99,28.5,35,11.82,3.27,11,4.1
2008,201160,Jason,Smith,Jason Smith,PF,82.75,233,82.75,106,33.5,37.5,10.96,3.29,15,7.5
2008,201199,DJ,Strawberry,DJ Strawberry,SG,75.75,199,78.5,101,28.5,35,10.87,3.14,21,4.5
2008,201155,Rodney,Stuckey,Rodney Stuckey,SG,75.75,207,79.25,100.5,30.5,35,11.34,3.11,14,6.1
2008,12230,Curtis,Sumpter,Curtis Sumpter,SF,78,227,81.5,104,27.5,32.5,11.3,3.22,12,5.3
2008,201180,Yue,Sun,Yue Sun,SF,79.75,212,81,105,29,34,10.68,3.45,9,5.1
2008,201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,168,74.5,93.5,28.5,33,11.51,3.22,7,5
2008,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,222,82,103.5,31,37.5,11.76,3.26,18,8.9
2008,201154,Al,Thornton,Al Thornton,SF,77.75,221,85,104,35,41,11.96,3.16,9,5.8
2008,201229,Anthony,Tolliver,Anthony Tolliver,PF,79,242,86.5,107.5,28.5,30,11.49,3.29,21,5.7
2008,12233,Ali,Traore,Ali Traore,C,80.75,249,88,108.5,25,29,12.16,3.52,11,12.1
2008,12234,Kyle,Visser,Kyle Visser,C,82,242,83,108,26,29,12.6,3.39,18,10.2
2008,201208,Darryl,Watkins,Darryl Watkins,C,80.75,241,87,110,26.5,31,11.65,3.56,14,6.9
2008,12235,Major,Wingate,Major Wingate,C,80.5,242,88,109,27.5,30.5,12.14,3.47,15,6.7
2008,12236,DaShaun,Wood,DaShaun Wood,PG,70.75,167,72.75,92,31.5,34.5,11.4,3.23,13,5.4
2008,201153,Julian,Wright,Julian Wright,SF,78.5,211,86.25,108,28.5,33.5,11.48,3.36,2,6.1
2008,201148,Brandan,Wright,Brandan Wright,PF,80.75,200,87.75,108.5,30.5,35.5,11.76,3.31,2,5.8
2008,12237,Avis,Wyatt,Avis Wyatt,PF,80.75,212,85,107,27.5,32,11.46,3.23,12,3.3
2008,201146,Jianlian,Yi,Jianlian Yi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,210,83.5,106,34.5,37,11.06,3.19,13,4.9
2008,201156,Nick,Young,Nick Young,SG,77,206,84,100.5,39.5,40.5,11,3.25,6,6.8
2009,201570,Joe,Alexander,Joe Alexander,SF,79.25,220,83.5,106,32.5,38.5,11.33,2.99,24,5.8
2009,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,216,82.75,107,28.5,30,12.18,3.14,12,7.3
2009,201571,D.J.,Augustin,D.J. Augustin,PG,70,171.5,75.5,94.5,28.5,35,11.27,3.07,2,8.1
2009,201573,Jerryd,Bayless,Jerryd Bayless,PG,73.75,204,75.5,97,31,38,11.26,3.07,10,4.7
2009,201563,Michael,Beasley,Michael Beasley,PF,79,239,84.25,107,30,35,11.06,3.24,19,7.7
2009,12239,Ramel,Bradley,Ramel Bradley,PG,73.25,184,77,98,24.5,29.5,10.68,3.24,9,5.7
2009,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70,166,73.75,94,30,34,11.59,3.25,8,8.1
2009,12241,Takais,Brown,Takais Brown,PF,79.25,252,82,106,29,31,12.47,3.25,22,9.2
2009,201812,Keith,Brumbaugh,Keith Brumbaugh,SF,79.5,190,79.25,104.5,26,27,11.65,3.28,2,4
2009,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,201,78.25,97.5,29.5,34.5,11.19,3.19,21,5.6
2009,12242,Brian,Butch,Brian Butch,C,81.5,229.6,83.25,108,24,26.5,11.87,3.52,9,10.8
2009,12243,Jamar,Butler,Jamar Butler,PG,72.25,182,76.75,97,NA,NA,NA,NA,15,6
2009,12244,Pat,Calathes,Pat Calathes,SF,80.75,204,81.75,106,NA,NA,NA,NA,7,7.3
2009,12245,Joe,Crawford,Joe Crawford,SG,75,213,77.75,99.5,31,36,11.67,3.22,13,7.6
2009,12246,Chris,Daniels,Chris Daniels,C,80.25,256,84.5,109,26,28.5,12.72,3.56,11,16.1
2009,201595,Joey,Dorsey,Joey Dorsey,PF,78.25,265,85.75,107,27.5,33,11.84,3.2,19,9
2009,12247,Marcus,Dove,Marcus Dove,SF,78.75,208,83.5,105,27.5,33.5,11.59,3.26,10,5.3
2009,12248,Josh,Duncan,Josh Duncan,PF,80,230,83.5,104.5,28,32,12.47,3.26,26,5.4
2009,12249,Frank,Elegar,Frank Elegar,PF,79.25,210,87.25,106,33.5,37.5,11.86,3.17,11,4.5
2009,201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF,78,224,84.25,97.5,35,42,11.77,3.43,2,9.4
2009,201814,Gary,Forbes,Gary Forbes,SG,76.5,220.5,83.25,104.5,27.5,33.5,11.45,3.25,13,6.5
2009,12250,Shan,Foster,Shan Foster,SG,76,194.5,83.5,103.5,30,33,12.3,3.24,10,6.3
2009,201592,J.R.,Giddens,J.R. Giddens,SG,76,208,83.25,103,NA,NA,NA,NA,10,5.4
2009,12251,James,Gist,James Gist,PF,79,220,88,107.5,30.5,35,11.37,3.14,5,4.8
2009,12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,258,86.5,111.5,21.5,27,12.4,3.33,15,6.9
2009,201569,Eric,Gordon,Eric Gordon,SG,74,222,81,99,32,40,10.81,3.01,15,8.2
2009,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,290,82.25,106,24.5,27.5,12.16,3.32,18,17.4
2009,201590,Donte,Greene,Donte Greene,SF,80.25,221,82,108,27.5,31.5,11.21,3.2,2,7.6
2009,201612,Malik,Hairston,Malik Hairston,SG,76.25,204,81,103.5,30.5,38,11.33,3.08,13,6.9
2009,201614,DeVon,Hardin,DeVon Hardin,C,81.5,235,87,109.5,29.5,32,11.49,3.33,20,5.8
2009,201613,Richard,Hendrix,Richard Hendrix,PF,78.75,250,87,108,26.5,28,10.62,3.27,13,9.2
2009,201588,George,Hill,George Hill,PG,73.25,181,81,97.5,34,37.5,12.2,3.07,9,3
2009,12254,Kyle,Hines,Kyle Hines,SF,75.75,234,85.25,104.5,28.5,33,12.17,3.4,16,3.6
2009,12255,Jiri,Hubalek,Jiri Hubalek,C,81.5,226,82.75,109,20.5,26,12.26,3.54,2,8.8
2009,201991,Lester,Hudson,Lester Hudson,PG,71.75,196,80.75,98.5,30.5,36,11.15,3.16,12,3.4
2009,201629,Othello,Hunter,Othello Hunter,PF,78.5,220,87,109.5,28,34.5,11.51,3.18,7,6.4
2009,201616,Darnell,Jackson,Darnell Jackson,PF,79,240.5,83.25,106.5,27,31,11.75,3.26,11,12.5
2009,12256,Shawn,James,Shawn James,PF,79.75,217,89,111,NA,NA,NA,NA,6,9.2
2009,12257,Davon,Jefferson,Davon Jefferson,SF,77.25,213,81.5,105,27,32,12.02,3.36,2,12
2009,12258,Joseph,Jones,Joseph Jones,PF,79,240,84.25,107,25.5,31,11.61,3.33,16,12.2
2009,201599,DeAndre,Jordan,DeAndre Jordan,C,81.75,250,90,113.5,26,30.5,12.3,3.27,8,7.5
2009,12253,Sasha,Kaun,Sasha Kaun,C,81,247,88,110,29,32,12.06,3.2,13,9.6
2009,12260,Marcelus,Kemp,Marcelus Kemp,SG,75,221,80.5,103.5,26,30,11.79,3.39,9,9
2009,12261,Maarty,Leunen,Maarty Leunen,SF,79.25,222,80,102.5,29.5,34.5,11.57,3.36,14,8.9
2009,201848,Longar,Longar,Longar Longar,C,81,212.5,85.25,109.5,NA,NA,NA,NA,14,10.6
2009,201572,Brook,Lopez,Brook Lopez,C,83.25,258,89.5,113,27.5,30.5,12.77,3.57,7,6.3
2009,201567,Kevin,Love,Kevin Love,PF,79.75,255,83.25,106,29.5,35,11.17,3.22,18,12.9
2009,12262,Aleks,Maric,Aleks Maric,C,81.75,273,85,109.5,23,28,11.76,3.35,15,10.1
2009,201564,O.J.,Mayo,O.J. Mayo,SG,75.25,200,78,99.5,30.5,41,11.04,3.14,7,6.3
2009,201651,James,Mays,James Mays,PF,78.75,227,85.75,105,29.5,35,11.23,3.19,13,8.8
2009,201601,Luc,Mbah a Moute,Luc Mbah a Moute,SF,77.75,221,86.5,103.5,32,38.5,11.71,3.17,11,7
2009,201580,JaVale,McGee,JaVale McGee,C,83,241,90,114.5,27,32.5,12.75,3.25,7,5.3
2009,12263,Drew,Neitzel,Drew Neitzel,PG,71.75,175.5,74.5,95,25.5,32,11.19,3.2,10,6.2
2009,201634,DeMarcus,Nelson,DeMarcus Nelson,PG,73,198,82,98.5,34.5,38.5,10.54,3.13,19,4.5
2009,201624,David,Padgett,David Padgett,C,82.25,239.5,85,109.5,24,28,12.45,3.45,17,9
2009,12264,Jeremy,Pargo,Jeremy Pargo,PG,72.5,208,77,96,32,37,10.65,3.07,7,7.6
2009,12265,Trent,Plaisted,Trent Plaisted,PF,81.25,240,82.5,105.5,30.5,35.5,11.32,3.17,14,11
2009,12266,Quan,Prowell,Quan Prowell,SF,78.75,225.5,82.5,103.5,32,36,11.79,3.14,16,6.5
2009,12267,Shaun,Pruitt,Shaun Pruitt,C,80.25,242.2,85,107.5,27,32.5,11.3,3.4,10,13.8
2009,201576,Anthony,Randolph,Anthony Randolph,PF,81,197,87,109,29,35,11.86,3.26,7,4.7
2009,12268,Charles,Rhodes,Charles Rhodes,PF,79.25,244,83.25,107.5,26.5,33.5,11.51,3.13,14,10.7
2009,12259,John,Riek,John Riek,C,82.5,237,92.75,NA,NA,NA,NA,NA,NA,11
2009,12269,Brian,Roberts,Brian Roberts,PG,72.25,173,73.25,95,31.5,36.5,10.65,3.05,10,3.6
2009,201781,Russell,Robinson,Russell Robinson,PG,72.5,196,80,100.5,25,31.5,11.3,3.15,8,7.4
2009,12270,Richard,Roby,Richard Roby,SG,76.25,203,81.75,104,NA,NA,NA,NA,NA,9.2
2009,201565,Derrick,Rose,Derrick Rose,PG,73.5,196,80,98.5,34.5,40,11.69,3.05,10,4.6
2009,201606,Sean,Singletary,Sean Singletary,PG,71,183.8,76.5,95,26,NA,NA,NA,18,4.2
2009,12271,Ronald,Steele,Ronald Steele,PG,72.25,183.5,76.25,97.5,25,29.5,11.08,3.26,5,8.1
2009,12272,Bryce,Taylor,Bryce Taylor,SG,74.75,210,81,99.5,34.5,41,11.08,3.19,16,8.3
2009,201446,Mike,Taylor,Mike Taylor,SG,72.75,166.2,79.25,98,31,39,10.98,3.08,2,3.8
2009,201872,Mark,Tyndale,Mark Tyndale,SG,74.75,217,83,103.5,27,33.5,12.52,3.14,5,6.7
2009,12273,Robert,Vaden,Robert Vaden,SG,75.5,199,80,101,26,29.5,11.97,3.4,10,6.2
2009,201622,Deron,Washington,Deron Washington,SF,77.25,198.5,81,102.5,34,40,11.03,3.09,7,7.2
2009,201603,Sonny,Weems,Sonny Weems,SG,76,193,82,104,29,36.5,10.58,2.96,12,4.4
2009,201566,Russell,Westbrook,Russell Westbrook,PG,74.25,192,79.75,100,30,36.5,10.98,3.08,12,4.8
2009,199,Reggie,Williams,Reggie Williams,SG,75.25,199,81.25,103,31.5,36.5,11.32,3.07,15,5.3
2010,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,236.2,86,107.5,27.5,31.5,11.34,3.32,16,7.9
2010,201965,Jeff,Ayres,Jeff Ayres,PF,80.75,239.6,85,107,31,35,11.98,3.14,15,5.5
2010,201958,Rodrigue,Beaubois,Rodrigue Beaubois,PG,73.25,182.4,81.75,100,29.5,39,10.49,3.15,3,7.9
2010,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,276.6,86,106.5,26,33,11.5,3.45,18,12
2010,201974,Derrick,Brown,Derrick Brown,SF,79.5,224.6,86.5,107.5,30.5,35.5,11.26,3.13,20,8.6
2010,201978,Chase,Budinger,Chase Budinger,SF,78.25,206.4,79,101,29.5,38.5,11.08,3.24,10,10
