Year,Player_ID,First_name,Last_name,Full_name,Position,Height_inches,Weight_lbs,Wingspan_inches,Standing_reach_inches,VJ inches,Running_VJ_Inches,Lane_agility,Sprint_3qtr_court,Bench_press_135,Body_fat_perc
2003,2398,Jay,Williams,Jay Williams,PG,72.25,197,75.5,97,28.5,36,10.34,3.09,10,NA
2003,2465,George,Williams,George Williams,PF,77.75,214,84.5,103,33.5,39,11.21,3.24,11,NA
2003,2417,Qyntel,Woods,Qyntel Woods,SF,79,213,82,105,33.5,34.5,11.94,3.23,2,NA
2003,2428,Vincent,Yarbrough,Vincent Yarbrough,SF,77.5,202,84.5,104.5,30,34,11.7,3.32,10,NA
2004,200995,Aloysius,Anagonye,Aloysius Anagonye,PF,78.75,257,86.5,106,31,34.5,12.93,3.3,6,10.5
2004,12072,Rick,Anderson,Rick Anderson,SF,80.25,216,83,106.5,26,30.5,11.23,3.4,6,9.9
2004,2546,Carmelo,Anthony,Carmelo Anthony,SF,78.25,233,84,105.5,30.5,33.5,11.4,3.15,7,8
2004,2602,Jerome,Beasley,Jerome Beasley,SF,81,237,84.5,107,27,32,11.36,3.25,10,9.9
2004,2559,Troy,Bell,Troy Bell,PG,72.25,178,77,97.5,34.5,41,10.89,3.06,17,5.3
2004,12073,LaVell,Blanchard,LaVell Blanchard,SF,78,205,78,101.5,33.5,36.5,11.64,3.38,12,11.7
2004,2586,Keith,Bogans,Keith Bogans,SG,76.25,213,81.25,101,29.5,35,11.43,3.25,10,8
2004,2588,Matt,Bonner,Matt Bonner,PF,80.5,242,80.75,105.5,27,32,11.52,3.32,20,13.6
2004,2547,Chris,Bosh,Chris Bosh,PF,82.25,225,87.5,109,30.5,33,11.8,3.3,9,8
2004,2651,Jermaine,Boyette,Jermaine Boyette,PG,73,187,76,96,29,35.5,11.2,3.07,14,7.3
2004,12295,Souleymane,Camara,Souleymane Camara,PF,81.75,211,86.25,109,28.5,34.5,11.51,3.2,2,9.9
2004,2679,Matt,Carroll,Matt Carroll,SG,77,207,78.5,98.5,29,33.5,11.11,3.35,13,6.7
2004,2555,Nick,Collison,Nick Collison,PF,80.75,255,85.5,108,28,33,11.62,3.28,8,17
2004,2567,Brian,Cook,Brian Cook,PF,81.5,234,86,109,25,29,11.87,3.45,6,10.5
2004,12074,Joel,Cornette,Joel Cornette,PF,80.25,239,81.25,105.5,26,32.5,11.27,3.14,13,12.9
2004,2605,Marquis,Daniels,Marquis Daniels,SG,77.25,198,82,103.5,30.5,35,11.62,3.25,6,4
2004,12075,Aleksander,Djuric,Aleksander Djuric,C,82,253,84,108,23.5,27.5,11.97,3.65,3,16.3
2004,12076,Ruben,Douglas,Ruben Douglas,SG,75.5,193,79.25,100.5,28.5,35,11.95,3.27,9,6
2004,2648,Ronald,Dupree,Ronald Dupree,SF,78,209,80.25,101,37.5,41.5,11.09,3.23,11,6.7
2004,2606,Carl,English,Carl English,SG,76,201,77.25,98.5,28,34,11.77,3.32,11,8
2004,12077,Ebi,Ere,Ebi Ere,SG,75.5,210,82.5,102,29.5,33.5,11.38,3.16,NA,14.1
2004,12078,Marquis,Estill,Marquis Estill,PF,80.5,257,88,108,30,36,12.92,3.31,7,11.7
2004,2551,T.J.,Ford,T.J. Ford,PG,71,162,71.5,93.5,32.5,39.5,11.45,3.2,0,6.7
2004,12079,Jason,Gardner,Jason Gardner,PG,69.75,194,73,92,30.5,35,10.62,3.17,10,9.3
2004,2584,Willie,Green,Willie Green,SG,74.5,201,79.25,100,28.5,28.5,11.86,3.19,13,8
2004,12080,Justin,Hamilton,Justin Hamilton,PG,75,217,83,103,30,37.5,11.18,3.18,17,8
2004,2580,Travis,Hansen,Travis Hansen,SG,76.5,200,78.5,100.5,31.5,35,10.72,3.18,16,6
2004,12081,Trevor,Harvey,Trevor Harvey,C,81.5,245,85,109.5,29.5,32,11.85,3.32,11,10.5
2004,2618,Marcus,Hatten,Marcus Hatten,PG,72.75,163,78.25,98,29.5,37.5,11.5,3.15,7,4
2004,2550,Kirk,Hinrich,Kirk Hinrich,PG,74.75,186,78,98.5,29,33.5,10.98,3.1,10,5.3
2004,12082,Jerry,Holman,Jerry Holman,PF,80.75,232,87.25,109.5,33,37.5,11.54,3.24,11,6
2004,12083,Sam,Hoskin,Sam Hoskin,PF,79.25,261,82.75,107.5,NA,NA,NA,NA,24,NA
2004,2572,Josh,Howard,Josh Howard,SF,77.25,202,86,105.5,33,36.5,10.89,3.09,4,6
2004,2599,Brandon,Hunter,Brandon Hunter,PF,78.5,266,86.75,105.5,32.5,35,11.13,3.21,25,8
2004,12084,Sani,Ibrahim,Sani Ibrahim,C,80.5,229,85,109.5,26,30.5,13.02,3.4,12,9.3
2004,12085,Michael,Ignerski,Michael Ignerski,PF,81.5,232,82.75,107,26.5,33,11.21,3.13,10,10.5
2004,12086,Robert,Jackson,Robert Jackson,PF,79.75,254,84,107.5,23.5,26,11.26,3.25,15,15.9
2004,2544,LeBron,James,LeBron James,SF,79.25,245,84.25,106.25,NA,NA,NA,NA,NA,6.7
2004,2639,Britton,Johnsen,Britton Johnsen,SF,82,212,82.75,107.5,26.5,32.5,10.67,3.08,13,7.3
2004,2563,Dahntay,Jones,Dahntay Jones,SG,76.75,214,81,102.5,30,39.5,10.91,3.11,NA,2.6
2004,2592,James,Jones,James Jones,SF,79.25,218,86.5,107.5,30.5,33,11.18,3.19,9,6.7
2004,2549,Chris,Kaman,Chris Kaman,C,83.5,252,83.75,110.5,23.5,30.5,11.33,3.37,15,16.3
2004,2574,Jason,Kapono,Jason Kapono,SG,78.5,215,78.5,102,23.5,30,11.04,3.38,8,11.7
2004,12087,Jason,Keep,Jason Keep,C,81.75,270,84.5,106.5,29.5,34,11.18,3.3,27,8.6
2004,12088,Bernard,King,Bernard King,SG,75.75,200,77.5,98.5,28,33.5,11.37,3.18,11,12.9
2004,2688,Brandin,Knight,Brandin Knight,PG,71.75,190,78,95.5,NA,NA,NA,NA,6,10.5
2004,2594,Kyle,Korver,Kyle Korver,SF,78.25,211,81.5,102.5,25.5,31.5,11.42,3.47,13,6.7
2004,2591,James,Lang,James Lang,C,80.25,316,90.25,110,24.5,32,14.01,3.55,8,21.4
2004,12089,Donald,Little,Donald Little,PF,81.5,229,87,97,33,37,11.18,3.2,18,7.3
2004,2658,Chris,Marcus,Chris Marcus,C,84,334,92,114,NA,NA,NA,NA,12,23.1
2004,12090,Chris,Massie,Chris Massie,PF,78.5,259,85,106.5,26.5,33,12.48,3.22,13,14.8
2004,12091,Will,McDonald,Will McDonald,C,81.5,258,87.5,109.5,25,32.5,11.83,3.42,17,13.6
2004,2545,Darko,Milicic,Darko Milicic,PF,83.5,250,89,111.5,26.5,32.5,11.3,3.36,13,8
2004,12092,Jeff,Newton,Jeff Newton,PF,80,199,85,106,27.5,34,11.18,3.23,9,5.3
2004,12093,Uche,Nsonwu-Amadi,Uche Nsonwu-Amadi,PF,79.75,246,87.75,106.5,27.5,29,11.83,3.25,21,6
2004,12094,Ugonna,Okyekwe,Ugonna Okyekwe,SF,79.25,228,87,109,32,36.5,11.43,3.2,8,4.3
2004,101248,Marlon,Parmer,Marlon Parmer,PG,72.75,184,75.5,97,28,32,NA,3.42,13,9.3
2004,12095,Stephane,Pelle,Stephane Pelle,PF,79,246,86,107,28.5,33,11.37,3.27,17,12.4
2004,2632,Kirk,Penney,Kirk Penney,SG,77,218,77.25,97,32,35.5,10.44,3.04,15,8
2004,2750,Pavel,Podkolzin,Pavel Podkolzin,C,87.5,303,89.75,116,19.5,22.5,13.4,3.8,5,16.3
2004,2694,Josh,Powell,Josh Powell,PF,80,227,85,107.5,32.5,38.5,11.72,3.2,15,8
2004,12096,Hollis,Price,Hollis Price,PG,71.5,165,76.5,94.5,27.5,33,10.72,3.25,1,7.3
2004,2557,Luke,Ridnour,Luke Ridnour,PG,73,167,75,95.5,26,32.5,11,3.28,0,5.3
2004,12097,Joe,Shipp,Joe Shipp,SG,76,224,82,103,29,34.5,11.75,3.2,17,11.7
2004,12098,Ron,Slay,Ron Slay,SF,78,236,82,103.5,28.5,31.5,12.01,3.43,10,16.3
2004,2604,Theron,Smith,Theron Smith,PF,78.5,234,82.25,104.5,28.5,32,10.99,3.1,25,9.3
2004,2596,Tommy,Smith,Tommy Smith,PF,81,200,86.5,107.5,30,33,11.54,3.14,2,6.7
2004,12099,Marvin,Stone,Marvin Stone,C,81.5,261,87.5,109.5,25.5,27.5,12.1,3.5,9,17.4
2004,2552,Michael,Sweetney,Michael Sweetney,PF,79.25,262,85,107.5,26,31.5,12.9,3.28,3,14.1
2004,2756,Sasha,Vujacic,Sasha Vujacic,PG,77.5,193,77.5,101,NA,NA,NA,NA,0,14.1
2004,2548,Dwyane,Wade,Dwyane Wade,SG,75.75,212,82.75,102,31.5,35,10.56,3.08,9,6.7
2004,12101,Wayne,Wallace,Wayne Wallace,PF,79.25,187,86,108,29.5,36,11.85,3.24,6,4.6
2004,2575,Luke,Walton,Luke Walton,SF,79.75,235,80.5,104,28,NA,NA,NA,12,9.3
2004,2561,David,West,David West,PF,80.25,226,88.25,108.25,28.5,31.5,12.18,3.43,11,8
2004,2590,Mo,Williams,Mo Williams,PG,72.75,189,77.5,98.5,NA,NA,NA,NA,3,6.7
2004,12102,Wesley,Wilson,Wesley Wilson,C,82.25,257,87,110.5,27,30.5,12.19,3.3,20,12.4
2004,12103,Doug,Wrenn,Doug Wrenn,SF,77.75,220,91.5,100.5,34.5,41,11.38,3.17,15,7.3
2004,2583,Derrick,Zimmerman,Derrick Zimmerman,PG,73,190,81,96.25,34,40.5,11.09,3.1,13,5.3
2005,2754,Tony,Allen,Tony Allen,SG,75.5,214,81,102,31.5,36.5,10.7,3.19,17,6.7
2005,2772,Trevor,Ariza,Trevor Ariza,SG,79,201,86,107.5,29.5,32,11.63,3.29,8,8
2005,2857,Andre,Barrett,Andre Barrett,PG,68.75,171,73,92,29,34.5,10.63,3.08,13,6.7
2005,101138,Brandon,Bass,Brandon Bass,PF,78.25,246,86.5,106.5,31.5,33,11.61,3.24,18,9.3
2005,2740,Andris,Biedrins,Andris Biedrins,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3
2005,2800,Tony,Bobbitt,Tony Bobbitt,SG,74.75,185,79,100,NA,NA,NA,NA,1,7.3
2005,12173,Brian,Boddicker,Brian Boddicker,SF,79.5,230,82,105.5,28,30,10.93,3.25,16,11.2
2005,12174,Tim,Bowers,Tim Bowers,PG,72.5,181,81,98,37,43.5,11.24,3.21,13,2.6
2005,2810,Andre,Brown,Andre Brown,PF,80,236,83,107,32,35.5,11.7,3.22,18,6
2005,2766,Antonio,Burks,Antonio Burks,PG,72,191,78.5,96.5,NA,NA,NA,NA,9,9.9
2005,2866,Jackie,Butler,Jackie Butler,C,80,263,85.5,109,23,25,13.32,3.4,14,16.3
2005,12175,Aleksandar,Capin,Aleksandar Capin,PG,72,176,73.5,94,23,29,11.5,3.27,4,9.3
2005,12176,Ales,Chan,Ales Chan,C,84,255,87,113,21,29,12.9,3.62,2,14.8
2005,2735,Josh,Childress,Josh Childress,SG,77.75,196,83,105,29,36,11.95,3.38,11,9.3
2005,200555,TJ,Cummings,TJ Cummings,SF,79.5,215,81.5,106.5,27,31,11.58,3.12,6,6.7
2005,2845,Erik,Daniels,Erik Daniels,SF,78.25,223,83,106,31,32,11.38,3.19,4,18.5
2005,2736,Luol,Deng,Luol Deng,SF,79,220,84.5,108.5,27.5,31.5,11.46,3.34,5,6.7
2005,12177,Marcus,Douthit,Marcus Douthit,C,81.5,223,88,111.5,25.5,31.5,11.64,3.34,1,13.7
2005,2768,Chris,Duhon,Chris Duhon,PG,72,193,78.5,98,31.5,35,10.45,3.14,7,6.7
2005,2823,John,Edwards,John Edwards,C,83.25,264,88.5,113,NA,NA,NA,NA,15,14.1
2005,2765,Andre,Emmett,Andre Emmett,SG,75.5,216,81,100,NA,NA,NA,NA,NA,6.7
2005,2824,Desmon,Farmer,Desmon Farmer,SG,76.5,214,80.5,103,24,31,10.89,3.2,12,5.3
2005,2784,Luis,Flores,Luis Flores,PG,72.5,202,79.5,98.5,29,32,10.97,3.1,15,6
2005,2782,Matt,Freije,Matt Freije,SF,80.25,234,85,108.5,29.5,31,11.15,3.25,13,10.8
2005,12178,Chris,Garnett,Chris Garnett,C,80.25,260,85,108,27,31.5,11.75,3.36,22,14.8
2005,101155,Ryan,Gomes,Ryan Gomes,SF,78.5,248,86,106.5,26.5,30.5,12.49,3.24,9,NA
2005,2732,Ben,Gordon,Ben Gordon,PG,73,192,80.5,99,31.5,37.5,11.28,3.19,12,5.3
2005,2734,Devin,Harris,Devin Harris,PG,73.75,170,79.5,98.5,30.5,37,11.03,3.19,5,5.3
2005,2730,Dwight,Howard,Dwight Howard,PF,81,240,88.5,111.5,30.5,35.5,11.21,3.14,7,10.5
2005,12179,Rolando,Howell,Rolando Howell,PF,79.5,229,84.5,107,28.5,34.5,11.91,3.28,NA,11.7
2005,2743,Kris,Humphries,Kris Humphries,PF,80.25,238,84.5,106.5,29.5,36,11.33,3.2,22,6.7
2005,2738,Andre,Iguodala,Andre Iguodala,SG,77.75,217,83,105.5,30.5,34.5,11.17,3.18,4,6.7
2005,12180,Martin,Iti,Martin Iti,C,80.5,233,89,111.5,26.5,32.5,12.28,3.41,13,10.5
2005,2739,Luke,Jackson,Luke Jackson,SF,78,212,80.5,103,26.5,36,11.1,3.24,13,8
2005,2744,Al,Jefferson,Al Jefferson,PF,80.5,263,86.5,110,28.5,30,13.08,3.29,3,10.5
2005,2865,Arthur,Johnson,Arthur Johnson,PF,79,262,87,109,26.5,28.5,11.81,3.38,14,16.3
2005,12181,Ivan,Koljevic,Ivan Koljevic,PG,73,172,74.5,95,26,28.5,11.07,3.28,4,6.7
2005,12182,Herve,Lamizana,Herve Lamizana,SF,79.5,210,85.5,107,NA,NA,NA,NA,NA,6.7
2005,2778,Sergei,Lishouk,Sergei Lishouk,PF,82.25,244,84,109.5,NA,NA,NA,NA,NA,10.5
2005,2733,Shaun,Livingston,Shaun Livingston,PG,78.25,186,83,105.5,26.5,30,10.72,3.23,NA,6.7
2005,12184,Jaime,Lloreda,Jaime Lloreda,PF,78.75,247,81.5,107,25.5,29.5,12.93,3.23,6,9.9
2005,12000,Bryant,Matthews,Bryant Matthews,SF,77.75,206,84.5,105.5,29,34.5,11.08,3.13,13,6.7
2005,12001,Marcus,Melvin,Marcus Melvin,SF,78.75,241,84,105.5,25,30.5,11.81,3.33,11,10.5
2005,2822,Rich,Melzer,Rich Melzer,PF,79.5,229,86,107,24.5,28.5,11.74,3.39,8,12.4
2005,2777,Ricky,Minard,Ricky Minard,PG,75.25,198,79,101.5,27.5,33,10.94,3.1,13,8
2005,12003,Marcus,Moore,Marcus Moore,PG,76,202,81,101.5,25,30,11.31,3.34,NA,14.8
2005,12002,James,Moore,James Moore,PF,78.5,198,84.5,107,28.5,32.5,11.01,3.21,NA,8
2005,12004,Michel,Morandais,Michel Morandais,SG,75.75,205,83.5,102,30.5,33.5,11.45,3.22,16,8.6
2005,2749,Jameer,Nelson,Jameer Nelson,PG,71,199,74.5,95,28.5,33.5,10.95,3.14,15,8
2005,12005,Misan,Nikagbatse,Misan Nikagbatse,SG,75.5,223,82,102,27.5,32.5,11.27,3.32,11,12.9
2005,2731,Emeka,Okafor,Emeka Okafor,C,80.75,257,88,110.5,31.5,34,12.32,3.15,22,5.3
2005,12006,Randall,Orr,Randall Orr,PF,81,193,82.5,107.5,26.5,33,11.18,3.27,6,6.7
2005,12007,Dylan,Page,Dylan Page,SF,79.5,239,79,105,26,30,10.99,3.4,17,12.3
2005,-1,Drago,Pasalic,Drago Pasalic,PF,81.25,231,83.5,108,25.5,30,12.97,3.56,8,12.9
2005,12008,Rickey,Paulding,Rickey Paulding,SG,74.75,210,81.5,101.5,30,36,11.14,3.17,17,5.3
2005,12009,Kelvin,Pena,Kelvin Pena,SG,74.25,182,78.5,99.5,27.5,32.5,11.5,3.24,1,8.6
2005,2773,Tim,Pickett,Tim Pickett,PG,75,207,79.5,100.5,NA,NA,NA,NA,NA,6
2005,12010,Omar,Quintero,Omar Quintero,PG,69.75,170,71.5,92.5,25,29,11.37,3.25,2,14.1
2005,2762,Peter,Ramos,Peter Ramos,C,85.75,266,89.5,111.5,24,26.5,12.61,3.6,2,6.7
2005,2876,Jared,Reiner,Jared Reiner,C,82,246,84.5,109,22,26,12.65,3.56,15,12.9
2005,101160,Lawrence,Roberts,Lawrence Roberts,PF,79.5,233,81.5,106.5,27.5,33,12.52,3.3,18,9.3
2005,2774,Bernard,Robinson,Bernard Robinson,SG,77.25,208,82,102,28.5,34.5,10.91,3.17,14,6
2005,101126,Nate,Robinson,Nate Robinson,PG,67.75,181,73,91.5,35.5,43.5,10.75,2.96,13,6.7
2005,12011,Aerick,Sanders,Aerick Sanders,PF,78.5,205,83.5,106,24.5,30.5,11.98,3.37,9,6.7
2005,2781,Romain,Sato,Romain Sato,SG,74,204,83,102.5,31.5,35.5,11.27,3.18,8,6
2005,12012,Blagota,Sekulic,Blagota Sekulic,SF,81.25,234,83,107,23.5,31.5,10.93,3.39,8,9.3
2005,2746,Josh,Smith,Josh Smith,SG,79,221,84,106.5,32.5,39.5,11.43,3.24,12,6.7
2005,2747,J.R.,Smith,J.R. Smith,SG,77.5,227,82,104,29,35.5,10.93,3.21,5,6.7
2005,2745,Kirk,Snyder,Kirk Snyder,SG,78,228,81,104,30,35,10.79,3.13,19,9.3
2005,2776,Pape,Sow,Pape Sow,PF,80.5,233,86,108.5,28,31.5,12.13,3.27,18,9.3
2005,12014,Tiago,Splitter,Tiago Splitter,C,82.25,233,86,109.5,26,31.5,11.65,3.38,8,5.3
2005,12015,Blake,Stepp,Blake Stepp,PG,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2005,12016,Tom,Timmerrmans,Tom Timmerrmans,PF,82.5,272,83,107.5,23,26.5,13.13,3.63,15,15.2
2005,12296,Marko,Tomas,Marko Tomas,SG,78.5,198,79,103.5,32,31.5,11.8,3.23,NA,9.3
2005,2757,Beno,Udrih,Beno Udrih,PG,74.5,199,76.5,98,NA,NA,NA,NA,2,9.3
2005,2761,Jackson,Vroman,Jackson Vroman,PF,81.25,226,84,105.5,29.5,33.5,10.75,3.25,12,6.7
2005,2753,Delonte,West,Delonte West,PG,73.5,183,78,99.5,30,35,11.2,3.15,12,6.7
2005,2863,Damien,Wilkins,Damien Wilkins,SG,76.5,222,84,106,26.5,31,11.92,3.15,15,7.3
2005,12292,Mike,Williams,Mike Williams,SF,77.5,197,83.5,105.5,23.5,27.5,11.59,3.42,NA,9.3
2005,12293,Nate,Williams,Nate Williams,PF,80.5,240,85.5,109.5,23.5,26,12.6,3.35,1,12.4
2005,12294,Rashad,Wright,Rashad Wright,PG,72.5,190,82,98.5,28.5,32.5,11.15,3.28,10,8
2006,101165,Alex,Acker,Alex Acker,SG,75.75,183,84,102.5,28,32,11.67,3.35,11,NA
2006,101224,Deji,Akindele,Deji Akindele,C,81.5,236.4,87,108.5,30.5,32.5,12.58,3.35,13,NA
2006,200969,Mustafa,Al-Sayyad,Mustafa Al-Sayyad,PF,NA,NA,NA,NA,26.5,30.5,11.56,3.42,NA,NA
2006,12104,Nemanja,Aleksandrov,Nemanja Aleksandrov,PF,82,220.6,83,110,NA,NA,NA,NA,5,NA
2006,101187,Alan,Anderson,Alan Anderson,SG,76.5,223.2,81.5,104,26.5,30.5,10.32,3.27,10,NA
2006,101149,Martynas,Andriuskevicius,Martynas Andriuskevicius,C,85.25,227.8,83.25,112.5,24,27.5,11.94,3.42,0,NA
2006,101252,Sean,Banks,Sean Banks,SF,77.75,206.4,85,108,25,31.5,11.74,3.35,7,NA
2006,101188,Eddie,Basden,Eddie Basden,SG,76.25,210,82.25,101,33,36.5,10.52,3.21,14,NA
2006,12105,Mike,Bell,Mike Bell,SF,80.75,206.2,85.5,104.5,33.5,39.5,11.73,3.29,13,NA
2006,101106,Andrew,Bogut,Andrew Bogut,C,83,250.6,87,110.5,27.5,33.5,12.06,3.51,13,NA
2006,200793,Dee,Brown,Dee Brown,PG,71,179,74,94,NA,NA,NA,NA,NA,NA
2006,101198,Will,Bynum,Will Bynum,PG,70.5,188.8,75.5,93,33,40.5,11.12,3,15,NA
2006,12106,Marcus,Campbell,Marcus Campbell,C,82.25,280.4,90,114,NA,NA,NA,NA,9,NA
2006,101215,Will,Conroy,Will Conroy,PG,73,188.6,75,96.5,30.5,36.5,10.51,3.28,14,NA
2006,12107,Taylor,Coppenrath,Taylor Coppenrath,PF,79.75,252.4,83.5,106.5,24.5,27,11.51,3.44,5,NA
2006,101143,Travis,Diener,Travis Diener,PG,71.75,165.2,71.75,93.5,24.5,31,10.85,3.26,1,NA
2006,101113,Ike,Diogu,Ike Diogu,PF,78.5,255.4,87.5,109,28,31,11.94,3.45,21,NA
2006,12108,Daryl,Dorsey,Daryl Dorsey,PG,71.25,160.8,71.5,94,25,30.5,11.41,3.24,0,NA
2006,101145,Monta,Ellis,Monta Ellis,SG,74.25,176.6,74.75,98,26.5,31.5,12.13,3.31,0,NA
2006,101109,Raymond,Felton,Raymond Felton,PG,71.5,199.4,76.25,98,29,33.5,10.5,3.06,6,NA
2006,201164,Rudy,Fernandez,Rudy Fernandez,SG,76.75,172,79.5,101.5,26.5,35.5,10.48,3.33,0,NA
2006,12109,D'Or,Fischer,D'Or Fischer,C,81.25,242.4,90,110.5,28,30.5,12.53,3.5,2,NA
2006,12110,Eddy,Fobbs,Eddy Fobbs,C,82.25,235.2,90.75,111.5,29.5,34,11.53,3.28,12,NA
2006,101213,Sharrod,Ford,Sharrod Ford,PF,79.25,212.8,85.5,106,28.5,37,11.92,3.2,9,NA
2006,101112,Channing,Frye,Channing Frye,PF,81.5,243.6,86.5,110.5,27.5,31,11.6,3.38,19,NA
2006,101184,Deng,Gai,Deng Gai,PF,79.75,214,88.5,110.5,31.5,35.5,12.51,3.27,11,NA
2006,101128,Francisco,Garcia,Francisco Garcia,SF,77.75,189.6,82.75,103,27.5,31.5,10.63,3.33,5,NA
2006,12111,John,Gilchrist,John Gilchrist,PG,73.25,195.2,81.25,96.5,30.5,36.5,11.48,3.15,12,NA
2006,101162,Marcin,Gortat,Marcin Gortat,PF,83,225.2,87.5,110,29.5,36,11.48,3.33,18,NA
2006,101121,Joey,Graham,Joey Graham,SF,77.25,216.6,80,104,30,36,10.62,3.05,26,NA
2006,101122,Danny,Granger,Danny Granger,,79.5,225.4,85.5,103,31,34,10.84,3.34,10,NA
2006,101123,Gerald,Green,Gerald Green,SF,78,192,81.75,104,31.5,39,11.2,3.21,7,NA
2006,101236,Charles,Hayes,Charles Hayes,SF,77.5,232.4,82,104.5,30,33,10.7,3.34,20,NA
2006,101129,Luther,Head,Luther Head,PG,74,178.8,77.25,98.5,31.5,38.5,11.12,3.21,14,NA
2006,101125,Julius,Hodge,Julius Hodge,SG,78,202.2,84.5,107.5,24.5,29,10.89,3.18,14,NA
2006,12112,Jared,Homan,Jared Homan,C,79.75,248.2,85.25,104.5,NA,NA,NA,NA,16,NA
2006,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,208.8,85.25,109.5,22,30,11.59,3.56,2,NA
2006,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,197.6,79.5,100,26,28.5,10.87,3.24,5,NA
2006,101204,Dwayne,Jones,Dwayne Jones,C,80.5,242.2,86.75,108.5,28,31.5,11.87,3.25,15,NA
2006,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF,79.5,217,83,105.5,31.5,35,11.6,3.38,7,NA
2006,201318,Jason,Klotz,Jason Klotz,C,80.5,249.4,82,107.5,21.5,27,13.13,3.68,12,NA
2006,-1,Carl,Krauser,Carl Krauser,PG,71.5,193.4,77.5,98.5,26,31,11.62,3.38,8,NA
2006,101247,Keith,Langford,Keith Langford,SG,74.25,203.2,81,101,32,29.5,11.38,3.23,8,NA
2006,101135,David,Lee,David Lee,PF,79.75,229.5,84,106.5,30.5,32.5,10.8,3.19,14,NA
2006,12114,David,Lucas,David Lucas,PF,78.5,233.4,84,103.5,NA,NA,NA,NA,17,NA
2006,101249,John,Lucas III,John Lucas III,PG,69.25,154.4,72,92,29,34,10.44,3.14,4,NA
2006,101185,Rawle,Marshall,Rawle Marshall,SG,76.5,186.6,85,104,30.5,37,11.64,3.21,7,NA
2006,101131,Jason,Maxiell,Jason Maxiell,PF,77,257.6,87.25,107,NA,NA,NA,NA,NA,NA
2006,101118,Sean,May,Sean May,PF,79,258.8,85.25,105,30,33,11.04,3.29,12,NA
2006,101119,Rashad,McCants,Rashad McCants,SG,74.75,201,82.75,103.5,32.5,34.5,10.39,3.11,15,NA
2006,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,228.6,81,105.5,26.5,32,10.64,3.27,10,NA
2006,12115,Juan,Mendez,Juan Mendez,PF,77.25,231.4,84,106.5,29,33,11.7,3.24,14,NA
2006,101223,Aaron,Miles,Aaron Miles,PG,72,174.6,75.5,94,32,37.5,10.69,3.22,7,NA
2006,12116,Ellis,Myles,Ellis Myles,PF,78,255.2,81.75,105.5,26,28.5,12.8,3.42,15,NA
2006,12117,Larry,O'Bannon,Larry O'Bannon,SG,75,196,78,99.5,31.5,36.5,11.44,3.18,17,NA
2006,12118,Drago,Pasalic,Drago Pasalic,SF,81.5,238.8,83.75,108.5,25,30.5,12.12,3.48,11,NA
2006,101108,Chris,Paul,Chris Paul,PG,71.75,178,76.25,93,32,38,11.09,3.22,10,NA
2006,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,259.2,82.5,106,NA,NA,NA,NA,NA,NA
2006,101232,Roger,Powell,Roger Powell,SF,76.75,218.6,83.5,104,NA,NA,NA,NA,NA,NA
2006,201225,Carlos,Powell,Carlos Powell,SF,77.25,221.8,82.75,105,27.5,34.5,11.54,3.21,12,NA
2006,101179,Ronnie,Price,Ronnie Price,PG,72.75,184.8,77.5,96.5,31.5,39,10.49,3.29,11,NA
2006,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,178.8,74.75,95,31.5,37,11.17,3.19,14,NA
2006,201575,Brandon,Rush,Brandon Rush,SG,77,211.4,83.25,104.5,32.5,35,11.33,3.31,0,NA
2006,101195,Luke,Schenscher,Luke Schenscher,C,83.75,241.6,89,111.5,23.5,26.5,12.4,3.47,1,NA
2006,101134,Wayne,Simien,Wayne Simien,PF,79.25,255.8,84,107,27,27.5,11.05,3.35,11,NA
2006,12120,Tre,Simmons,Tre Simmons,SG,76,194.2,79.5,102.5,27,31.5,10.8,3.18,3,NA
2006,12121,David,Simon,David Simon,C,80,258.8,87.5,108,28,33,11.98,3.44,18,NA
2006,101147,Chris,Taft,Chris Taft,PF,80.5,261,85.75,109,28.5,33,11.26,3.27,14,NA
2006,12122,Chris,Thomas,Chris Thomas,PG,71.75,176.2,75,95,28.5,34,10.84,3.33,14,NA
2006,12119,Omar,Thomas,Omar Thomas,SF,75.25,200,80,102,25,29.5,11.11,3.27,6,NA
2006,101159,Dijon,Thompson,Dijon Thompson,SF,78.25,195.8,81.75,105.5,NA,NA,NA,NA,NA,NA
2006,101142,Ronny,Turiaf,Ronny Turiaf,PF,80,237.8,85.5,106.5,30.5,33,11.5,3.23,15,NA
2006,101111,Charlie,Villanueva,Charlie Villanueva,PF,81,236.6,84.25,109,26,31,10.86,3.3,11,NA
2006,101124,Hakim,Warrick,Hakim Warrick,PF,79.25,215,86,108,33,38,NA,3.22,11,NA
2006,101110,Martell,Webster,Martell Webster,SF,78,229.6,83,106,28,30.5,11.39,3.39,7,NA
2006,101156,Robert,Whaley,Robert Whaley,PF,80,269.4,86,108,28.5,33.5,12.11,3.25,15,NA
